SNo,Startup Name,Industry/Sector,City,Investors Name,InvestmentType,Amount(USD),Date
239,LICIOUS,Retail Tech,Hyderabad ,"blume ventures, Accel",Angel,"$2,700,000.00",21/10/2021
371,Freshworks,SaaS,gurugram,Steadview Capital,Series C,"$30,000,000.00",2024-12-05
49,ShareChat,Media & Entertainment,Kolkata,Accel Partners,Bridge,"₹3,320,000,000",09-15-2025
1359,Slice,Retail Tech,Gurgaon,Elevation,Pre-Seed,N/A,
1408,Unacademy,Mobility,Bombay,Blume Ventures,Series C,"1,500,000",13-Apr-2023
1171,Cars24,Logistics,Noida,"steadview capital, Info Edge",Pre-Seed,"18,000,000",07-Oct-2024
471,VEDANTU,Logistics,noida,Chiratae Ventures,Private Equity,N/A,2021-11-20
1456,Rebel Foods,EdTech,Ahmedabad,"Tiger Global Management, info edge ventures",Series D,"USD 30,000,000",2025-02-01
875,Urban Company,Mobility,Mumbai,"tiger global, matrix partners",Bridge,"1,400,000",01-18-2021
884,cardekho,FinTech,Bangalore,tiger global,Series C,,
1175,CRED,Logistics,New Delhi,"Sequoia Capital India, Softbank Vision Fund",Seed,Undisclosed,12-09-2022
890,Dunzo,Cleantech,Gurgaon,falcon edge,Series A,"2,600,000",02-Aug-2021
1419,Slice,FoodTech,Pune,Tiger Global Management,Bridge,,01-Jan-2023
316,Zetwerk,HealthTech,PUNE,"Accel, kalaari capital",Series B,"USD 13,000,000",31-Oct-2024
297,Groww,AI/ML,Noida,Softbank Vision Fund,Pre-Seed,"$2,700,000.00",2025/02/01
584,BharatPe,AgriTech,delhi,SOFTBANK,Bridge,,26/03/2020
960,MEESHO,Real Estate Tech,hyderabad,IDG Ventures,Angel,"₹1,660,000,000",12/05/2020
837,Zomato,HealthTech,Delhi,"Y Combinator, Tiger Global Management",Series B,Undisclosed,2023/11/04
1458, Byju's ,Gaming,Kolkata,"Nexus Venture Partners, SoftBank",Pre-Seed,N/A,2022-09-12
252, Delhivery ,AgriTech,Pune,"Tiger Global, Falcon Edge",Series E,"$7,000,000.00",17-Feb-2022
872,Darwinbox,FoodTech,,lightspeed india,Debt Financing,Undisclosed,03/03/2022
331,Dailyhunt,Gaming,pune,Elevation,Series D,"$14,000,000.00",10-30-2020
1073,Byju's,Mobility,noida,"Kalaari, Elevation",Bridge,N/A,16-Mar-2025
817,Khatabook,AI/ML,kolkata,Matrix Partners,Pre-Seed,"USD 3,600,000",09-Nov-2022
601,dunzo,InsurTech,NOIDA,"SOFTBANK, steadview capital",Private Equity,"19,000,000",2020-07-03
534, Zepto ,E-Commerce,Bangalore,"Tiger Global Management, Falcon Edge Capital",Seed,N/A,08-26-2021
219,Digit Insurance,Real Estate Tech,Calcutta,kalaari capital,Series D,"$20,000,000.00",2025/08/25
748,Zomato,AgriTech,Hyderabad,Lightspeed,Seed,"₹83,000,000",2024/09/27
1060,,,,,,,
779,UNACADEMY,Real Estate Tech,Ahmedabad,Chiratae Ventures,Bridge,"16,000,000",22/04/2024
125,Unacademy,InsurTech,gurugram,InfoEdge,Series E,"₹49,800,000",2024/03/24
939,UNACADEMY,FinTech,Bangalore,"Lightspeed Venture Partners, SAIF Partners",Angel,"1,500,000",08-28-2023
213,ShareChat,HealthTech,noida,"Sequoia, falcon edge",Angel,Undisclosed,2024/12/24
1202,SLICE,Cleantech,Calcutta,"Elevation Capital, Steadview Capital",Series A,"$3,200,000",30-Jan-2022
522,Udaan,Mobility,pune,Lightspeed Venture Partners,Series B,,05-18-2022
220,boAt,Cleantech,ahmedabad,"InfoEdge, Chiratae Ventures",Debt Financing,"$700,000",19/08/2020
16,FirstCry,,Ahmedabad,"Info Edge, matrix partners",Series E,"₹132,800,000",02-15-2025
1339,zerodha,FinTech,NCR,"Info Edge, steadview capital",Angel,"USD 3,800,000",29-Aug-2024
592,Acko,InsurTech,chennai,InfoEdge,Series D,N/A,2023/08/13
887,CRED,Mobility,kolkata,"Nexus Venture Partners, Kalaari Capital",Pre-Seed,,2024-02-22
82,chargebee,SaaS,Gurgaon,"Chiratae Ventures, y combinator",Debt Financing,,2021/06/20
1114,Postman,E-Commerce,Hyderabad ,falcon edge,Series D,"$20,000,000",09-Sep-2021
1344,CRED,Media & Entertainment,,"sequoia capital india, SOFTBANK",Series A,"₹581,000,000",23-Jun-2024
682,ZERODHA,FinTech,Ahmedabad,kalaari capital,Pre-Seed,"$200,000.00",2025-04-16
1423,Vedantu,HealthTech,Delhi,Steadview,Series B,"USD 10,000,000",07-31-2020
604,Zerodha,HealthTech,Ahmedabad,Accel Partners,Series B,"40,000,000",27/10/2023
851, MobiKwik ,AI/ML,Ahmedabad,Blume,Series D,"₹1,660,000,000",
494,Zetwerk,InsurTech,Pune,"Info Edge, SAIF Partners",Series B,,2022/07/05
287, Innovaccer ,Gaming,kolkata,steadview capital,Angel,"$50,000,000",12/11/2022
10,Darwinbox,FoodTech,PUNE,"Accel, falcon edge",Series D,Undisclosed,10/05/2021
392, Rebel Foods ,E-Commerce,delhi,"nexus partners, kalaari capital",Series E,"$10,000,000.00",
1020,CarDekho,InsurTech,Gurgaon,"accel india, YC",Series D,N/A,2025-12-10
1162,dunzo,FinTech,noida,"Sequoia, SOFTBANK",Series D,"900,000",2024-06-15
889,Freshworks,FoodTech,Delhi,Info Edge,Pre-Seed,"$10,000,000",12-07-2022
745,ZEPTO,Retail Tech,chennai,"Sequoia Capital, Blume",Debt Financing,Undisclosed,2023-03-22
1299,Zetwerk,Retail Tech,Ahmedabad,Tiger Global,Seed,"USD 4,600,000",25/09/2021
1222,Slice,HealthTech,Ahmedabad,"Kalaari Capital, y combinator",Series B,"USD 1,200,000",13-Feb-2021
1013,Delhivery,Mobility,Pune,"Elevation, Matrix Partners India",Seed,"$2,100,000",02/08/2021
980, Razorpay ,SaaS,mumbai,Chiratae Ventures,Pre-Seed,N/A,01-02-2020
1127,Meesho,AgriTech,Kolkata,"Chiratae Ventures, Tiger Global Management",Series E,"$4,700,000.00",2020-08-18
1336,Pine Labs,InsurTech,NOIDA,Steadview Capital,Series E,"₹2,490,000,000",03-Dec-2020
142,Swiggy,,Calcutta,Tiger Global,Angel,"$20,000,000",06-24-2024
132, Slice ,EdTech,MUMBAI,"Sequoia Capital, SAIF Partners",Series B,,2021/01/25
1357,Meesho,Gaming,noida,"IDG Ventures, Kalaari",Series B,N/A,25/07/2023
529,Infra.Market,Gaming,NCR,"lightspeed india, Sequoia Capital",Series E,"$9,000,000",11-Mar-2021
54, Licious ,HealthTech,Chennai,Blume Ventures,Series D,"₹16,600,000",01-08-2024
675,Slice,HealthTech,Chennai,"matrix partners, kalaari capital",Series C,Undisclosed,31-May-2022
940,Swiggy,SaaS,Madras,Matrix Partners India,Series D,N/A,02/07/2025
1077,Physicswallah,Media & Entertainment,Calcutta,"Kalaari, Nexus Venture",Pre-Seed,,12-08-2022
1348,dunzo,Retail Tech,Delhi,blume ventures,Series A,N/A,11-18-2025
1185,Innovaccer,HealthTech,Kolkata,IDG Ventures,Pre-Seed,"₹830,000,000",2025/08/11
1499,boAt,FoodTech,Calcutta,"Kalaari, matrix partners",Seed,N/A,03-06-2023
1145,Urban Company,Mobility,Gurugram,"Falcon Edge, Lightspeed Venture Partners",Series E,"USD 40,000,000",12-18-2020
1284,Ola Electric,InsurTech,Gurugram,Nexus Venture Partners,Series E,"50,000,000",10-22-2024
714,Razorpay,E-Commerce,noida,"SoftBank, Chiratae",Bridge,,29-Jan-2021
436,Vedantu,HealthTech,Kolkata,lightspeed india,Series B,Undisclosed,2020-06-20
1137,Nykaa,Gaming,Calcutta,"Kalaari, Lightspeed Venture Partners",Debt Financing,,30/10/2025
391,Apna,AgriTech,Pune,InfoEdge,Angel,"14,000,000",06-Jul-2025
902,firstcry,HealthTech,BLR,"tiger global, Lightspeed Venture Partners",Series A,,01-Aug-2020
746,BharatPe,FoodTech,Hyderabad ,sequoia capital india,Pre-Seed,N/A,2025/09/13
454,Acko,Logistics,Madras,Lightspeed Venture Partners,Series D,"$8,000,000.00",2025/11/28
523,Dailyhunt,Gaming,noida,tiger global,Seed,,2024/01/20
521,Groww,Retail Tech,Bengaluru ,Nexus Venture,Debt Financing,N/A,2025-05-16
1406,Acko,EdTech,Chennai,"Steadview Capital, blume ventures",Series C,Undisclosed,06-01-2022
1358,DIGIT INSURANCE,Retail Tech,New delhi,"Steadview Capital, accel india",Series C,"$40,000,000.00",2023-05-04
573,MobiKwik,E-Commerce,MUMBAI,"Kalaari Capital, nexus partners",Seed,Undisclosed,10/03/2023
528,Licious,EdTech,Kolkata,InfoEdge,Series B,"1,800,000",01-06-2020
226,SWIGGY,Real Estate Tech,Chennai,"sequoia capital india, falcon edge",Debt Financing,"USD 16,000,000",2023/08/05
1257,CarDekho,Logistics,Pune,"Accel Partners, nexus partners",Series A,"USD 8,000,000",06/02/2020
1022,Zepto,Media & Entertainment,Chennai,"Lightspeed, Sequoia Capital India",Series D,Undisclosed,10-06-2023
1494,BharatPe,Real Estate Tech,Mumbai,Nexus Venture Partners,Angel,"USD 10,000,000",27-Jul-2023
363,Zepto,Cleantech,Bombay,"info edge ventures, Steadview Capital",Seed,,2025/05/22
862,CRED,,Calcutta,"YC, Sequoia Capital India",Series A,"$30,000,000",2021-07-14
643,MOBIKWIK,Gaming,noida,Nexus Venture Partners,Bridge,"30,000,000",26/01/2025
338,Dunzo,EdTech,,InfoEdge,Series A,"20,000,000",2021-03-11
399,Chargebee,Real Estate Tech,Noida,"SoftBank, Matrix Partners India",Seed,,10-27-2024
1038,Swiggy,EdTech,Hyderabad,tiger global,Pre-Seed,Undisclosed,2021/12/07
97,Lenskart,Mobility,NOIDA,Tiger Global Management,Pre-Seed,N/A,29/10/2020
37,PHYSICSWALLAH,InsurTech,Hyderabad,"Softbank Vision Fund, Blume",Series D,"₹4,150,000,000",2020/02/11
210,policybazaar,AI/ML,pune,"y combinator, Nexus Venture Partners",Series A,N/A,2025/05/31
1371,ShareChat,HealthTech,Pune,"Chiratae, Elevation",Series B,N/A,2025/05/05
705,upGrad,SaaS,MUMBAI,"Blume Ventures, steadview capital",Series E,Undisclosed,01-Dec-2025
1154,ShareChat,,Pune,Chiratae Ventures,Series A,Undisclosed,2021-07-02
447,Ola Electric,EdTech,pune,"Accel Partners, Chiratae",Pre-Seed,"50,000,000",2023-10-23
339,zerodha,Retail Tech,Hyderabad ,"tiger global, SAIF Partners",Series B,"$10,000,000.00",2023-10-06
518,Swiggy,FoodTech,GGN,"Tiger Global Management, nexus partners",Bridge,N/A,2021-06-22
599,Rebel Foods,,bangalore,"sequoia capital india, Kalaari Capital",Angel,,24-Jul-2021
1187,ELASTICRUN,FoodTech,Gurugram,"Sequoia Capital India, Matrix Partners",Series C,N/A,2020-08-04
515,MOGLIX,InsurTech,gurugram,InfoEdge,Private Equity,Undisclosed,09-07-2023
1390,ShareChat,Gaming,delhi,Y Combinator,Series C,"₹415,000,000",09/01/2024
86,Meesho,Real Estate Tech,New Delhi,"Steadview Capital, IDG Ventures",Bridge,"$2,900,000",14/11/2022
892,Pine Labs,InsurTech,delhi,"Y Combinator, Matrix Partners",Pre-Seed,"$30,000,000.00",18/04/2023
1024, Postman ,InsurTech,Mumbai,"steadview capital, Blume",Seed,"$20,000,000",2024/07/21
1305,OYO,Gaming,Chennai,steadview capital,Private Equity,"10,000,000",2023/09/11
594,MobiKwik,AI/ML,,"Tiger Global, y combinator",Series D,"$19,000,000.00",2023-04-16
736,Darwinbox,EdTech,hyderabad,tiger global,Series E,"$9,000,000",03-Jul-2025
43,Apna,SaaS,gurugram,Accel,Debt Financing,Undisclosed,
1199,PharmEasy,Real Estate Tech,Noida,"Steadview Capital, Y Combinator",Debt Financing,,07/02/2021
1254,MOBIKWIK,FoodTech,pune,"y combinator, Sequoia Capital",Bridge,,23-Jan-2022
710,Dunzo,Gaming,Kolkata,Sequoia Capital India,Pre-Seed,"₹332,000,000",24-Sep-2020
409,upGrad,,ahmedabad,Accel,Series A,"30,000,000",
157,dunzo,HealthTech,New delhi,"sequoia capital india, Info Edge",Pre-Seed,"USD 4,500,000",2024-04-18
462,Digit Insurance,Retail Tech,GGN,Lightspeed Venture Partners,Private Equity,,23/10/2023
270,Zepto,EdTech,Calcutta,"Elevation Capital, Matrix Partners India",Seed,N/A,2023-08-22
489,Byju's,AgriTech,noida,Sequoia Capital,Series D,"4,900,000",2022/05/14
908,Khatabook,EdTech,Madras,"SoftBank, Nexus Venture",Pre-Seed,"USD 20,000,000",2023/06/21
1370,CRED,Real Estate Tech,Noida,YC,Series A,"₹830,000,000",07/03/2020
868,Udaan,AI/ML,Gurgaon,"Accel, Chiratae",Bridge,"$14,000,000",09-Nov-2024
368,Mamaearth,FoodTech,Pune,Accel,Series B,"USD 4,500,000",2021-06-17
802,Dunzo,EdTech,Noida,"Sequoia Capital India, Matrix Partners India",Debt Financing,,2025-07-01
429,BharatPe,Media & Entertainment,Gurgaon,"sequoia capital india, Tiger Global",Seed,Undisclosed,15-Oct-2023
14, Cars24 ,FoodTech,chennai,"Info Edge, Sequoia Capital India",Seed,N/A,16/06/2025
269,Zomato,E-Commerce,GGN,"Accel Partners, Steadview Capital",Bridge,"USD 50,000,000",20-Apr-2025
187,Khatabook,EdTech,Delhi,"YC, falcon edge",Series C,N/A,2025/04/28
852, Vedantu ,AgriTech,Chennai,YC,Debt Financing,"₹830,000,000",28-Jul-2020
958,Zerodha,Retail Tech,Hyderabad ,"Nexus Venture Partners, Matrix Partners",Seed,"$1,700,000.00",2025-05-27
811,Razorpay,Logistics,New delhi,blume ventures,Series A,N/A,21/01/2024
858,Zerodha,EdTech,BLR,"sequoia capital india, SAIF Partners",Series E,"1,000,000",2021-07-03
30,MobiKwik,EdTech,GGN,IDG Ventures,Pre-Seed,N/A,2024/09/12
1281,ShareChat,Logistics,bangalore,"Elevation, Sequoia Capital India",Series D,"$9,000,000",18/12/2025
295,Vedantu,Cleantech,hyderabad,"Nexus Venture Partners, y combinator",Pre-Seed,"$40,000,000",2025-11-02
106,Groww,Logistics,Hyderabad ,"Kalaari, steadview capital",Series E,"₹1,411,000,000",2025-04-29
1420,Zomato,SaaS,Bengaluru,"Accel India, Softbank Vision Fund",Bridge,"USD 40,000,000",11-10-2022
1485,OYO,EdTech,bangalore,Accel India,Angel,"₹2,490,000,000",2024/03/01
17,Physicswallah,E-Commerce,mumbai,InfoEdge,Series A,Undisclosed,2023/05/24
1394,ola electric,E-Commerce,Ahmedabad,lightspeed india,Series C,"$3,200,000",2020-01-09
1151,Cars24,Real Estate Tech,Calcutta,Chiratae,Series A,N/A,2021-05-05
971,CarDekho,Logistics,Bengaluru,"Chiratae Ventures, Falcon Edge Capital",Series A,"$20,000,000",2022-11-28
1269,Dunzo,,Pune,"Blume Ventures, matrix partners",Series B,"USD 10,000,000",2025/05/28
1265, Digit Insurance ,AI/ML,Chennai,YC,Angel,"8,000,000",06-10-2022
151,swiggy,AI/ML,Kolkata,steadview capital,Series C,,22-Dec-2020
953,acko,Cleantech,Mumbai,Elevation Capital,Series B,Undisclosed,06-Aug-2024
724,moglix,AI/ML,Delhi,"Info Edge, Matrix Partners India",Series D,"$40,000,000.00",06-18-2025
24,Moglix,SaaS,hyderabad,"kalaari capital, Lightspeed Venture Partners",Series D,N/A,2023/04/26
658,CRED,FoodTech,Noida,steadview capital,Pre-Seed,,04-27-2021
1126,PharmEasy,FinTech,Hyderabad,"Blume Ventures, YC",Bridge,"₹1,328,000,000",08-26-2023
948,Delhivery,Cleantech,Ahmedabad,"kalaari capital, Chiratae",Seed,"19,000,000",2021-10-25
906,Khatabook,Retail Tech,ahmedabad,"IDG Ventures, falcon edge",Private Equity,"₹830,000,000",2021/08/17
525,Swiggy,Logistics,GGN,"info edge ventures, YC",Series E,Undisclosed,2024/09/12
694,PharmEasy,AI/ML,GGN,"y combinator, Nexus Venture",Bridge,Undisclosed,10-07-2025
340,Digit Insurance,Mobility,Kolkata,SoftBank,Angel,Undisclosed,
46,Khatabook,FinTech,PUNE,blume ventures,Angel,N/A,2025-07-07
831,Razorpay,Mobility,Pune,"Nexus Venture, InfoEdge",Seed,"USD 2,100,000",18/11/2024
735,dunzo,Real Estate Tech,mumbai,Blume,Private Equity,Undisclosed,2024-11-21
923,Lenskart,FinTech,Madras,Softbank Vision Fund,Angel,N/A,2024-02-08
1309,NYKAA,SaaS,Kolkata,"Soft Bank, Accel Partners",Seed,N/A,08-Dec-2020
343,Acko,Cleantech,Noida,sequoia capital india,Series D,Undisclosed,2020-06-26
303,Zetwerk,Mobility,Chennai,Matrix Partners India,Series B,N/A,18/11/2025
91,Innovaccer,Cleantech,Pune,Matrix Partners India,Seed,,24-Nov-2024
359,boAt,HealthTech,Hyderabad,kalaari capital,Series C,"5,000,000",2024-12-29
625,Vedantu,Retail Tech,Gurgaon,YC,Angel,"₹415,000,000",10-31-2023
149,PHYSICSWALLAH,EdTech,Hyderabad,Chiratae,Debt Financing,Undisclosed,29-Aug-2024
126,Apna,SaaS,Noida,"Matrix Partners, Sequoia",Series A,"USD 20,000,000",12/06/2024
962,Delhivery,AI/ML,Chennai,Y Combinator,Debt Financing,N/A,2022-07-30
1278,Cars24,Real Estate Tech,Chennai,Kalaari,Series D,"$50,000,000",
1283,Zomato,Mobility,Gurugram,"tiger global, Steadview",Seed,Undisclosed,25/01/2020
1243, PharmEasy ,FinTech,kolkata,"SAIF Partners, Chiratae",Seed,N/A,05-16-2020
825,Rebel Foods,HealthTech,chennai,"Lightspeed, Matrix Partners",Series B,"USD 50,000,000",28-May-2020
1147,sharechat,Retail Tech,,Matrix Partners,Debt Financing,"13,000,000",
264,CRED,AI/ML,pune,Matrix Partners,Seed,Undisclosed,2025-12-31
1011,PharmEasy,AI/ML,noida,SAIF Partners,Series B,"$40,000,000.00",2020-11-01
1238,Chargebee,FoodTech,gurugram,"y combinator, Accel India",Private Equity,"$1,700,000.00",01-10-2024
1301,lenskart,EdTech,GGN,"Kalaari Capital, lightspeed india",Debt Financing,"$2,000,000",04-21-2025
1141,Khatabook,FoodTech,MUMBAI,Lightspeed,Series B,"USD 40,000,000",06-24-2022
1379,freshworks,SaaS,Hyderabad ,"sequoia capital india, Info Edge",Seed,"18,000,000",07-23-2022
838,,,,,,,
299,Physicswallah,FoodTech,Madras,InfoEdge,Private Equity,"$4,300,000.00",29-Jul-2020
324,Dunzo,Real Estate Tech,chennai,"Matrix Partners, SOFTBANK",Private Equity,"$40,000,000.00",07-30-2020
413,darwinbox,Media & Entertainment,BLR,"Accel Partners, steadview capital",Seed,"30,000,000",02-Jan-2023
101,upGrad,HealthTech,Bengaluru,"Blume, Accel",Series E,"$11,000,000.00",2024/02/26
934,FirstCry,Cleantech,Delhi,"Kalaari, Accel Partners",Series A,"7,000,000",08-25-2023
1068,Dailyhunt,HealthTech,Hyderabad,"tiger global, info edge ventures",Series E,"2,200,000",2024/03/19
266,Zepto,AgriTech,Calcutta,"matrix partners, SAIF Partners",Series D,"$2,700,000.00",2023-04-01
1009,physicswallah,HealthTech,Hyderabad,"Soft Bank, Lightspeed Venture Partners",Private Equity,"USD 10,000,000",2021-06-02
721,Zepto,,New delhi,"Chiratae, Accel Partners",Pre-Seed,Undisclosed,03-31-2025
285,Khatabook,HealthTech,MUMBAI,"accel india, lightspeed india",Angel,Undisclosed,
472,VEDANTU,Mobility,New Delhi,blume ventures,Seed,"₹1,411,000,000",2024-12-23
708,Urban Company,Mobility,Bengaluru,"Tiger Global Management, Chiratae Ventures",Bridge,Undisclosed,01-Dec-2024
23,Delhivery,EdTech,MUMBAI,"nexus partners, Kalaari Capital",Pre-Seed,N/A,2020/01/07
1277, Acko ,Gaming,BLR,Soft Bank,Series E,N/A,03-Mar-2023
177,Moglix,EdTech,GGN,Softbank Vision Fund,Private Equity,,2021/08/05
1273,Vernacular.ai,Mobility,MUMBAI,IDG Ventures,Private Equity,N/A,
555,OLA ELECTRIC,HealthTech,chennai,"SOFTBANK, Accel India",Bridge,N/A,2023/12/23
397,CARS24,Mobility,ahmedabad,"SOFTBANK, IDG Ventures",Pre-Seed,N/A,2022-11-15
63,upGrad,HealthTech,Gurugram,"Accel, SoftBank",Debt Financing,,
300,Pine Labs,FoodTech,mumbai,Kalaari,Seed,"$40,000,000",14/07/2025
782,Rebel Foods,FinTech,pune,"Sequoia Capital India, Info Edge",Series E,N/A,2021/10/04
781,Udaan,Real Estate Tech,noida,IDG Ventures,Series C,"$20,000,000",2022/03/09
1176,boat,SaaS,chennai,Lightspeed,Seed,"100,000",2021/07/25
824,Licious,InsurTech,ahmedabad,SAIF Partners,Series A,,
729,Vernacular.ai,FoodTech,gurugram,"Y Combinator, Chiratae",Series A,"USD 50,000,000",07-20-2023
1023,Khatabook,FoodTech,Bengaluru ,"InfoEdge, Y Combinator",Seed,"10,000,000",2022-08-14
1157,Groww,FoodTech,Pune,Soft Bank,Series A,"$700,000",02-27-2022
312,vedantu,E-Commerce,Pune,Sequoia Capital,Series C,"₹996,000,000",08-02-2021
258,Meesho,FoodTech,Bengaluru,"Chiratae Ventures, Elevation",Series E,"₹2,490,000,000",2023-11-10
1207,Moglix,Real Estate Tech,chennai,"Falcon Edge, Kalaari",Series E,"9,000,000",23/04/2020
855,Cars24,HealthTech,Pune,"lightspeed india, tiger global",Bridge,"₹3,320,000,000",12-07-2020
1086,Swiggy,Media & Entertainment,gurugram,Falcon Edge,Seed,"₹4,150,000,000",25-Sep-2024
829,Cars24,Mobility,ahmedabad,"SoftBank, steadview capital",Series C,N/A,2021-07-10
253,Delhivery,SaaS,Gurgaon,"SoftBank, Y Combinator",Series A,"$4,400,000",05-29-2025
275,Meesho,HealthTech,Bengaluru,Accel Partners,Bridge,N/A,2025/06/29
513,Acko,E-Commerce,Chennai,Steadview,Debt Financing,"$20,000,000",11/01/2025
328,ACKO,Real Estate Tech,Calcutta,info edge ventures,Angel,"₹4,150,000,000",10-04-2023
272,Meesho,Logistics,Noida,"y combinator, Blume Ventures",Seed,"$30,000,000.00",2022-10-23
1111, Innovaccer ,InsurTech,NCR,nexus partners,Series D,"USD 5,000,000",2021/09/27
1270,Chargebee,Cleantech,Noida,Blume,Seed,"$10,000,000.00",03/07/2020
192,Licious,Logistics,PUNE,"Matrix Partners India, steadview capital",Angel,N/A,2025/06/07
780,FirstCry,Gaming,MUMBAI,YC,Series B,"USD 2,400,000",01-13-2020
784,REBEL FOODS,Real Estate Tech,Chennai,Elevation,Series E,"$10,000,000",24-Jun-2021
1478,Byju's,Gaming,Kolkata,nexus partners,Series C,"$30,000,000.00",2021/08/16
859,Unacademy,Cleantech,NOIDA,"Tiger Global, kalaari capital",Series E,"₹830,000,000",2020-06-08
1404,Cars24,Cleantech,Hyderabad ,"Kalaari, Blume",Debt Financing,N/A,16/10/2021
1143,Dunzo,Media & Entertainment,delhi,Steadview,Seed,"2,000,000",
1218,Urban Company,FoodTech,Bengaluru,Sequoia,Series E,"4,200,000",07-15-2022
629,Udaan,E-Commerce,gurugram,kalaari capital,Debt Financing,,04-22-2024
854,ShareChat,,pune,"Accel, Steadview",Series A,"30,000,000",08/11/2020
1259,CRED,AI/ML,hyderabad,Chiratae,Series D,,24-Jan-2025
313,mamaearth,AI/ML,,Tiger Global Management,Seed,Undisclosed,12-27-2023
699,upGrad,Gaming,Bengaluru,"Matrix Partners India, Chiratae Ventures",Series E,"USD 30,000,000",2022/05/30
547,Swiggy,Media & Entertainment,New Delhi,info edge ventures,Series A,"$20,000,000.00",2021/10/21
1216,ElasticRun,FinTech,Calcutta,nexus partners,Bridge,"$2,400,000",2020-02-11
1287,chargebee,,hyderabad,sequoia capital india,Series D,"₹1,494,000,000",11/09/2023
202,Mamaearth,,Hyderabad ,"Matrix Partners, Accel",Bridge,N/A,24-Oct-2024
377,Innovaccer,FinTech,BLR,Nexus Venture,Series E,"$2,500,000",2021/12/25
246,CARDEKHO,E-Commerce,GGN,Tiger Global,Debt Financing,"$50,000,000",20-Oct-2021
1178,UNACADEMY,AgriTech,Kolkata,tiger global,Series B,N/A,10-08-2020
667,Infra.Market,AgriTech,MUMBAI,Nexus Venture,Series D,"14,000,000",21-Nov-2023
626,GROWW,Cleantech,Gurgaon,SoftBank,Pre-Seed,"40,000,000",2021-06-01
487,Chargebee,FinTech,Mumbai,"falcon edge, Nexus Venture",Pre-Seed,"$1,100,000.00",22-Mar-2022
886,Apna,Media & Entertainment,Calcutta,"Nexus Venture Partners, blume ventures",Pre-Seed,"$10,000,000",01-12-2020
211,boAt,FinTech,NCR,InfoEdge,Bridge,,2020/02/20
936,Groww,E-Commerce,Pune,"Soft Bank, blume ventures",Debt Financing,"$19,000,000",
655,Lenskart,Gaming,Kolkata,Elevation,Angel,"₹830,000,000",2023-01-28
641,Byju's,AgriTech,Gurugram,Chiratae,Angel,"2,600,000",2020/10/29
621,Razorpay,AgriTech,gurugram,"Tiger Global Management, Elevation",Series B,,07-29-2024
739, MobiKwik ,InsurTech,Noida,Tiger Global Management,Series E,"14,000,000",01-25-2022
835,Freshworks,E-Commerce,noida,SAIF Partners,Private Equity,,12-06-2024
1464, Vedantu ,SaaS,New delhi,"SoftBank, SAIF Partners",Seed,"$4,700,000.00",2021-10-03
205,oyo,FoodTech,Bombay,nexus partners,Series D,"$5,000,000",
1406,Acko,EdTech,Chennai,"Steadview Capital, blume ventures",Series C,Undisclosed,06-01-2022
1153,Dunzo,AI/ML,bangalore,Kalaari Capital,Private Equity,N/A,04/04/2020
904,Zerodha,Real Estate Tech,Pune,Nexus Venture Partners,Series C,"50,000,000",2020-08-06
922,moglix,FinTech,NOIDA,"Nexus Venture Partners, Elevation",Bridge,"USD 2,000,000",2024/07/17
22,upGrad,Mobility,Pune,Nexus Venture,Series D,N/A,2023-09-18
608,darwinbox,Real Estate Tech,Bengaluru,Lightspeed Venture Partners,Pre-Seed,Undisclosed,06-14-2021
1248,Postman,HealthTech,Ahmedabad,nexus partners,Series E,"7,000,000",2025-02-17
121,Licious,FinTech,bangalore,"Falcon Edge Capital, Nexus Venture Partners",Bridge,"2,300,000",11-May-2020
389,OYO,EdTech,NOIDA,lightspeed india,Pre-Seed,,04-30-2025
80,Ola Electric,Real Estate Tech,Bombay,"matrix partners, info edge ventures",Private Equity,"$10,000,000.00",12-03-2023
458,Darwinbox,HealthTech,Delhi,"Accel Partners, Kalaari",Debt Financing,Undisclosed,06-Nov-2024
657,Meesho,Gaming,Gurugram,"Info Edge, steadview capital",Series E,"$1,000,000",23/09/2020
129,ELASTICRUN,Cleantech,New delhi,Falcon Edge Capital,Series A,"$2,000,000.00",2022-08-05
111,darwinbox,Gaming,Delhi,Accel Partners,Angel,"3,400,000",08-19-2024
1197,Moglix,Retail Tech,Ahmedabad,"Chiratae Ventures, Accel",Series A,,05-08-2024
743,upGrad,InsurTech,Noida,Lightspeed Venture Partners,Series E,N/A,06-19-2020
730,Zetwerk,Cleantech,NCR,"Lightspeed, InfoEdge",Series B,"USD 1,100,000",2023/06/25
681,Apna,AI/ML,pune,Nexus Venture,Seed,"$40,000,000.00",06-Feb-2021
172,FirstCry,EdTech,gurugram,Lightspeed,Debt Financing,"$400,000",14-Jul-2024
668,FIRSTCRY,FoodTech,gurugram,kalaari capital,Pre-Seed,"USD 8,000,000",30/06/2020
403,Zetwerk,Logistics,Bangalore,"Blume, SAIF Partners",Angel,Undisclosed,2023/08/23
1255, Zomato ,Retail Tech,Ahmedabad,"Chiratae Ventures, Tiger Global Management",Pre-Seed,"$10,000,000",12/12/2025
1104,Freshworks,Real Estate Tech,PUNE,"Matrix Partners, info edge ventures",Seed,Undisclosed,2024/12/16
606,PharmEasy,Cleantech,Gurugram,"sequoia capital india, accel india",Pre-Seed,"₹381,800,000",2020/11/02
